Status,發起人,電子領標,電子領標日,公告日,截止投標,開標時間,金額,WD,專案結束日,招標方式,決標方式,機關名稱,單位名稱,標案名稱,聯絡人,聯絡電話,電子郵件信箱,標的分類,連結,關鍵字
,Sean,Rosenna,,110/06/18,110/06/28 11:00,110/06/28 14:00,"850,000元",,,公開取得報價單或企劃書,最低標,行政院農業委員會農業試驗所,秘書室/農化組(規格),即時定量聚合酶連鎖反應分析儀,羅小姐/郭小姐,(04)23317217,killua0284@tari.gov.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53501526,分析
,Sean,Rosenna,,110/06/18,110/07/01 17:00,110/07/02 11:00,,,,公開招標,最低標,長庚大學,長庚大學,"高解析奈米粒子追蹤分析系統 如: MALVERN,NANOSIHGT NS300或同等品以上 詳規範 共1ST",鄭盈盈,(02)27178587分機,yycheng@fpg.com.tw,財物類449-其他特殊用途之機具及其零件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53499423,分析
,Sean,Rosenna,,110/06/18,110/06/23 17:30,110/06/24 15:00,"500,000元",,,公開取得報價單或企劃書,參考最有利標精神,臺北市政府警察局刑事警察大隊,行政組,「犯罪嫌疑人居住地與臺北市全般刑案特性之關聯性分析」委託研 究計畫案,曹梅烽,(02)23709462,maytsao@police.taipei,勞務類85-研發服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53499453,分析
,Sean,Rosenna,,110/06/18,110/06/24 17:00,110/06/25 14:00,,,,限制性招標(經公開評選或公開徵求),最低標,台灣中油股份有限公司,採購處南部採購中心採購一組,煙道氣分析儀配件(MAKER: ESA)一批,王櫻惠,(07)5824141分機2787,087521@cpc.com.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53499473,分析
,Sean,Rosenna,,110/06/18,110/06/30 17:00,110/07/01 09:30,"1,030,000元",,,公開招標,最低標,臺北大眾捷運股份有限公司,供應處,纜線認證分析儀等2項採購,系統處 通訊廠   蘇峻良,(02)25505600分機6885,e21588@metro.taipei,"財物類47-收音機、電視, 通訊器材及儀器",https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53499986,分析
,Sean,Rosenna,,110/06/18,110/06/24 10:00,110/06/24 10:30,"4,980,000元",,,公開招標,最低標,臺北榮民總醫院,補給室,邊際運算分析系統,周南辰,(02)28757150,ncchou@vghtpe.gov.tw,財物類452-計算機及其零件與配件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53500681,分析
,Sean,Rosenna,,110/06/18,110/06/28 17:00,110/06/29 09:30,"475,000元",,,公開取得報價單或企劃書,最低標,國立陽明交通大學附設醫院,國立陽明交通大學附設醫院,手持式耳聲傳射分析儀1台,沈冠汝,(03)9325192分機10886,16254@ymuh.ym.edu.tw,"財物類481-醫療, 外科及矯形設備",https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53501003,分析
,Sean,Rosenna,,110/06/18,110/06/23 09:30,110/06/23 10:00,"460,000元",,,公開取得報價單或企劃書,參考最有利標精神,國立臺南護理專科學校,國立臺南護理專科學校,SSR基因型資料庫及分析軟體建置,陳淑苓,(06)2110295,csl1025@mail.ntin.edu.tw,勞務類842-軟體執行服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53501273,分析
,Sean,Rosenna,,110/06/18,110/06/23 17:00,110/06/24 10:30,"580,000元",,,公開取得報價單或企劃書,最低標,國防醫學院,國防醫學院,大數據與資訊實驗室設備設施升級(儲存系統擴充20%及資料庫升級轉換),林建嘉,(02)87923100分機18344,wl01917179@mail.ndmctsgh.edu.tw,財物類452-計算機及其零件與配件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53499397,數據
,Sean,Rosenna,,110/06/18,110/06/29 17:00,110/06/30 14:00,"2,705,600元",,,限制性招標(經公開評選或公開徵求),最低標,衛生福利部食品藥物管理署,衛生福利部食品藥物管理署,「110年度分析儀器及分生檢驗試劑及耗材(II)」,李靜雯,(02)27877847,fly12250622@fda.gov.tw,財物類34-基本化學產品,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53501712,分析
,Sean,Rosenna,,110/06/18,110/06/23 17:00,,,,,公開取得報價單或企劃書,最低標,慈濟學校財團法人慈濟大學,醫學系藥理學科,全自動血液分析儀*1台,楊素秋,(03)8565301分機1308,young@mail.tcu.edu.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53501719,分析
,Sean,Rosenna,,110/06/18,110/06/24 17:00,110/06/25 10:00,"325,000元",,,公開取得報價單或企劃書,最低標,國立清華大學,國立清華大學,步態分析訓練評估跑步機1台,陳小姐,(03)5715131分機31330,yujchen@mx.nthu.edu.tw,財物類384-運動商品,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53501800,分析
,Sean,Rosenna,,110/06/18,110/06/28 12:00,110/06/28 15:00,"950,000元",,,公開取得報價單或企劃書,參考最有利標精神,行政院農業委員會臺中區農業改良場,作物改良課,「110年度雜糧作物護肝活性成分分析與功效評估」委外服務案,莊文寶,(04)8523101分機160,chuangwp@tdais.gov.tw,勞務類881-附帶於農、牧、林之服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53501989,分析
,Sean,Rosenna,,110/06/18,110/06/28 12:00,110/06/29 10:00,"249,260元",,,公開取得報價單或企劃書,最低標,臺北市立聯合醫院,臺北市立聯合醫院,大數據中心5套個人電腦採購案,徐培麗,(02)25553000分機2140,A1846@tpech.gov.tw,財物類452-計算機及其零件與配件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53501894,數據
,Sean,Rosenna,,110/06/18,110/06/30 17:00,110/07/01 10:00,"920,000元",,,公開取得報價單或企劃書,參考最有利標精神,臺南市政府農業局,臺南市政府農業局,臺南優質柚類行銷影片宣傳委託專業服務,洪溶鍬,(06)2991111分機6799,jungchiao@mail.tainan.gov.tw,勞務類879-其他商業服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53501077,行銷
,Sean,Rosenna,,110/06/18,110/06/28 17:00,110/06/29 10:00,"6,500,000元",,,限制性招標(經公開評選或公開徵求),準用最有利標,臺中市政府觀光旅遊局,旅遊行銷科,110年臺中旅宿業創意行銷能量蓄積提案計畫委託專業服務案,陳芊妤,(04)22289111分機58314,yuchen250@taichung.gov.tw,"勞務類96-娛樂,文化,體育服務",https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53500694,行銷
,Sean,Rosenna,,110/06/18,110/06/28 16:00,110/06/29 10:30,"1,369,000元",,,公開招標,最低標,私立樹德科技大學,私立樹德科技大學,行銷系智慧服務場域與服務創新特色專業教室建置案,陳小姐,(07)6158000分機2257,avon@stu.edu.tw,財物類449-其他特殊用途之機具及其零件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53500486,行銷
,Sean,Rosenna,,110/06/18,110/06/25 08:30,110/06/25 10:00,"4,330,000元",,,限制性招標(經公開評選或公開徵求),準用最有利標,雲林縣政府,計畫處,110年雲林縣數位縣民平台行銷推廣維運案,資訊管理科(杜皓民),(05)5522997,ylhga313@mail.yunlin.gov.tw,勞務類871-廣告服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53499686,行銷
,Sean,Rosenna,,110/06/18,110/06/24 17:00,110/06/25 14:00,"15,141,000元",,,公開招標,最低標,台灣電力股份有限公司綜合研究所,台灣電力股份有限公司綜合研究所,分光光譜分析儀1具,鄭文彥,(02)23601355,u158360@taipower.com.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53497499,分析
